"country","country_code","age","1955","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"Armenia",51,100,0,0,0,0.021,0.03,0.053,0.071,0.088,0.08,0.058,0.058,0.07,0.086,0.099,0.04,0.037,0.059,0.058,0.075,0.046,0.062,0.107,0.183,0.24,0.229,0.282,0.411,0.652,0.969,1.055
"China",156,0,39674,53134.302,49664.604,58185.437,68817.326,65647.357,52217.797,53903.911,68600.854,51908.421,45895.5,43121.832,44134.681,45646.398,44472.514,40950.848,38525.984,37588.5,37133.852,36740.674,35727.01,34482.828,33230.999,32218.024,31473.16,30800.255,30099.044,29256.903,28344.556,27511.753
"China",156,5,30581,36658.052,49435.638,46129.993,55622.567,67043.196,64524.737,51582.841,53315.083,67917.404,51491.254,45598.005,42921.258,43997.162,45525.96,44366.193,40862.286,38451.979,37522.36,37073.909,36684.914,35674.923,34433.603,33184.288,32173.285,31430.056,30758.83,30058.805,29217.97,28306.925
"China",156,10,29492,29421.441,35519.491,47899.793,45587.889,55110.096,66583.181,64179.996,51339.167,53087.401,67689.165,51335.045,45471.091,42828.052,43909.079,45442.877,44293.431,40802.019,38399.328,37474.829,37030.527,36644.979,35637.6,34398.754,33151.347,32142.028,31400.146,30730.054,30031.062,29191.127
"China",156,15,27806,28629.296,28668.562,34589.054,47418.298,45287.72,54861.204,66313.272,63926.854,51130.855,52904.369,67456.15,51150.052,45343.327,42705.252,43788.542,45330.034,44194.588,40712.314,38316.332,37396.665,36956.114,36573.721,35569.211,34332.847,33087.483,32079.589,31338.948,30669.986,29971.997
"China",156,20,24689,26935.679,27809.971,27825.072,34125.67,47022.463,45057.125,54579.144,65963.263,63562.431,50871.17,52555.902,67066.758,50906.742,45105.057,42473.933,43570.441,45132.563,44007.026,40537.23,38150.773,37237.441,36801.497,36423.249,35422.598,34189.514,32946.831,31941.261,31202.287,30535.082
"China",156,25,21733,23879.819,26102.576,26939.479,27366.915,33738.254,46723.349,44775.305,54219.028,65502.487,63172.826,50425.944,52109.714,66675.468,50565.893,44785.608,42183.607,43308.28,44878.08,43766.023,40312.825,37938.444,37032.745,36603.076,36229.541,35233.769,34004.722,32765.78,31763.334,31026.86
"China",156,30,21548,20982.132,23081.362,25199.117,26395.046,26998.572,33461.699,46376.778,44429.332,53777.695,65037.771,62599.295,49938.129,51733.388,66235.129,50203.819,44471.71,41911.345,43047.009,44626.704,43530.941,40096.533,37735.756,36839.187,36416.207,36048.014,35057.719,33833.513,32599.108,31600.501
"China",156,35,19319,20668.338,20146.805,22121.114,24576.366,25980.02,26721.591,33145.389,45952.484,44000.374,53322.915,64382.56,61980.357,49543.463,51346.169,65786.252,49864.675,44190.661,41658.321,42806.293,44396.84,43318.134,39904.645,37558.759,36671.918,36255.824,35893.605,34909.402,33691.066,32462.134
"China",156,40,16548,18201.783,19539.395,19031.172,21398.678,24089.629,25618.042,26373.424,32725.595,45370.675,43507.461,52665.928,63644.266,61412.707,49114.713,50925.442,65308.34,49520.685,43901.635,41402.809,42565.077,44167.003,43108.497,39719.714,37391.198,36515.248,36107.038,35751.894,34775.492,33564.7
"China",156,45,14962,15104.363,16775.693,18027.658,18192.374,20768.229,23594.52,25134.217,25909.91,32156.107,44653.465,42838.752,51891.322,62850.753,60724.049,48587.535,50420.974,64727.61,49104.962,43557.858,41102.464,42281.943,43897.825,42864.802,39507.294,37201.094,36338.625,35940.61,35594.924,34629.536
"China",156,50,12256,13259.305,13427.526,14925.464,16943.021,17330.483,20056.395,22863.081,24450.831,25190.215,31325.3,43670.801,41931.427,50880.753,61766.921,59746.194,47855.729,49722.918,63909.155,48528.607,43086.337,40693.453,41896.977,43531.615,42532.861,39220.108,36945.256,36101.909,35719.231,35388.216
"China",156,55,10718,10429.993,11083.934,11224.91,13595.764,15667.294,16353.263,19030.854,21838.249,23304.997,24075.052,30200.884,42194.575,40580.089,49436.151,60140.232,58285.303,46771.892,48685.254,62690.387,47677.992,42394.583,40095.553,41333.576,42991.225,42041.621,38794.29,36566.134,35752.616,35394.563
"China",156,60,8000,8326.507,7936.039,8483.309,9619.292,11934.615,14210.372,14963.275,17566.032,20139.29,21631.351,22588.882,28418.678,39796.924,38542.225,47138.792,57556.788,55977.435,45067.455,47063.443,60791.685,46362.035,41329.932,39177.761,40463.861,42153.799,41276.665,38130.328,35978.068,35214.193
"China",156,65,5635,5487.839,5626.044,5440.342,6642.48,7837.713,10120.39,12260.917,13093.78,15283.37,17682.621,19294.721,20221.721,25508.789,36182.92,35298.265,43479.42,53450.624,52317.481,42379.948,44515.928,57810.137,44300.16,39660.979,37726.532,39079.106,40809.051,40041.444,37059.986,35033.495
"China",156,70,2927,3277.167,3042.1,3197.568,3818.145,4885.514,5981.932,7880.067,9809.658,10256.486,12084.189,14331.568,15732.056,16608.104,21426.079,30799.99,30444.354,37973.582,47238.532,46765.851,38289.622,40613.609,53211.466,41094.34,37023.427,35403.817,36831.537,38603.095,38007.442,35295.002
"China",156,75,1402,1274.997,1268.138,1321.511,1908.808,2376.234,3130.769,3916.726,5275.344,6534.129,6886.389,8307.314,9922.877,11118.015,12208.412,16096.776,23671.373,23909.595,30442.435,38628.737,38964.601,32451.07,34957.978,46436.059,36262.452,32975.662,31773.78,33269.37,35082.312,34745.449
"China",156,80,381,422.011,298.024,395.309,619.033,931.009,1150.731,1570.735,2004.233,2836.831,3562.567,3851.859,4723.799,5810.752,6878.29,7798.693,10614.041,16093.214,16739.456,21935.212,28610.745,29601.095,25232.463,27754.936,37500.436,29705.406,27330.527,26597.603,28113.376,29920.463
"China",156,85,60,83.822,59.526,64.603,132.959,216.525,312.087,402.832,571.077,781.376,1168.169,1507.943,1678.956,2142.3,2838.736,3499.787,4125.129,5832.323,9181.366,9916.351,13482.722,18207.589,19459.212,17087.21,19259.843,26568.191,21407.979,19986.793,19725.291,21142.029
"China",156,90,10,9.727,8.083,9.671,13.826,29.899,48.644,74.486,99.342,142.224,216.294,327.867,435.298,517.703,730.755,1018.292,1314.151,1621.544,2401.341,3965.481,4494.189,6400.902,9036.148,10067.101,9151.632,10627.95,15030.319,12375.187,11798.264,11892.234
